SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,66.7,46.3,60.9,80.1,49.5,67,51462,13.4,12%,49:51:00,2013
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,61.8,42.2,56.2,77.5,49.9,63,51462,13.4,12%,49:51:00,2012
Ohio State University,Ohio,Columbus,"Master of Applied Statistics, Master of Public Health in Biomedical Informatics",M,Department of Statistics,Campus,50 hours of coursework minimum,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,NA,NA,63.5,64,54.9,67.2,-,62.1,51462,13.4,12%,49:51:00,2011
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,25,33.6,14.9,24.6,30.1,-,22224,20,10%,95:40:00,2016
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Ohio University,Ohio,Athens,Online MBA in Business Analytics,M,College of Business,Online,35 credit hours,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,27.5,25.6,22.7,33.1,33.7,-,21270,21.4,7%,96:40:00,2016
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Oklahoma State University,Oklahoma,Stillwater,"Graduate Certificate in Business Data Mining, Graduate Certificate in Marketing Analytics, Master of Science in Business Analytics",C,Spears School of Business,Campus or Online,12 Credit Hours,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,50.4,40.8,61.9,80.5,56.2,62.3,44501,12.4,12%,97:40:00,2016
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,54.6,37.4,64.8,76,60.4,62.9,44501,12.4,12%,46:54:00,2015
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,55.3,33.7,65.9,79.4,60,64.2,44501,12.4,12%,46:54:00,2014
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,55,34.9,69.2,81.4,59.7,65.8,44501,12.4,12%,46:54:00,2013
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,53.5,29.5,66.7,83.4,61.6,64.9,44501,12.4,12%,46:54:00,2012
Pennsylvania State University,Pennsylvania,University Park,"Master of Professional Studies in Data Analytics, Master of Applied Statistics, Graduate Certificate in Applied Statistics, Graduate Certificate in Business Analytics",M,Penn State World Campus,Online,30 units,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,NA,NA,46.3,19.9,49.2,77.6,44,56,44501,12.4,12%,46:54:00,2011
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,50.2,66.4,57.7,63.2,-,57,39256,18.1,22%,98:40:00,2016
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,47.8,64.3,50.5,62.2,-,54,39256,18.1,22%,42:58:00,2015
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,53.7,60.6,62.5,67,-,60.7,39256,18.1,22%,42:58:00,2014
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,59.8,54.8,71.9,63.1,-,63.8,39256,18.1,22%,42:58:00,2013
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,56.6,52.6,49.4,57.8,-,54,39256,18.1,22%,42:58:00,2012
Purdue University,Indiana,West Lafayette,"MBA, Specialization in Business Analytics, Certificate in Applied Statistics, MS in Business Analytics and Information Management",M,Krannert School of Management,Campus,2 years,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,62,United States of America,57,62.6,67.8,43.9,-,56.2,39256,18.1,22%,42:58:00,2011
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,30.4,40.3,31.5,65.1,79.6,-,6671,15,16%,99:40:00,2016
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,30.9,42.8,26.2,67.8,49.9,-,6671,15,16%,30 : 70,2015
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,30.7,35.6,35.5,71.5,65.6,45.6,6671,15,16%,30 : 70,2014
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,36.2,32.9,40.2,73,66.8,48.9,6671,15,16%,30 : 70,2013
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,31.7,32.7,40.4,73.6,49,47.4,6671,15,16%,30 : 70,2012
Rensselaer Polytechnic Institute,New York,Troy,"M.S. in Information Technology - Concentration in Data Science and Analytics, MS in Business Analytics",M,Department of Information Technology & Web Science,Campus,2 terms,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,181,United States of America,50.5,48,54.6,64.9,-,56.4,6671,15,16%,30 : 70,2011
Rochester Institute of Technology,New York,Rochester,"Advanced Certificate in Big Data Analytics, Master of Science in Applied Statistics, Advanced Certificate in Applied Statistics",C,College of Computing and Information Sciences,Campus,12 Credits,"technical bachelor's degree, statistics, computer science",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,601-800,United States of America,17.4,29.8,13.4,25.1,30.4,-,12965,13.5,13%,100:40:00,2016
Rochester Institute of Technology,New York,Rochester,"Advanced Certificate in Big Data Analytics, Master of Science in Applied Statistics, Advanced Certificate in Applied Statistics",C,College of Computing and Information Sciences,Campus,12 Credits,"technical bachelor's degree, statistics, computer science",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Rochester Institute of Technology,New York,Rochester,"Advanced Certificate in Big Data Analytics, Master of Science in Applied Statistics, Advanced Certificate in Applied Statistics",C,College of Computing and Information Sciences,Campus,12 Credits,"technical bachelor's degree, statistics, computer science",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,601-800,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
